year,name,PracticeID,lhb,lhbcode,la,lacode,GPCluster,clustercode,pop,CHD,COPD,DEM,DIAB,EPI,HF,HYP,LRN,MEN,OBI,OST,PAL,RAR,STR,AF,AST,CAN,FLU
2019,Cardigan Health Centre,W92044,Hywel Dda,7A2,Ceredigion,526,South Ceredigion,CC205,"10,096", 472 , 269 , 89 , 641 , 71 , 89 ," 1,884 ", 30 , 97 , 812 , 12 , 35 , 76 , 314 , 370 , 714 , 270 ," 3,302 "
2019,Coalbrook Surgery,W92046,Hywel Dda,7A2,Carmarthenshire,530,Amman/Gwendraeth,CC201,"4,330", 255 , 64 , 27 , 292 , 30 , 33 , 672 , 10 , 40 , 649 , 3 , 8 , 45 , 99 , 108 , 276 , 81 ," 1,224 "
2019,Llangennech Surgery,W92048,Hywel Dda,7A2,Carmarthenshire,530,Llanelli,CC202,"4,607", 196 , 88 , 37 , 293 , 39 , 35 , 780 , 41 , 43 , 359 , 9 , 7 , 36 , 120 , 151 , 332 , 176 ," 1,197 "
2019,St Peter's Surgery,W92050,Hywel Dda,7A2,Carmarthenshire,530,Taf / Tywi,CC207,"7,248", 286 , 159 , 47 , 432 , 60 , 127 ," 1,152 ", 30 , 85 , 546 , 5 , 9 , 66 , 170 , 195 , 502 , 265 ," 1,752 "
2019,Meddygfa Penygroes,W92051,Hywel Dda,7A2,Carmarthenshire,530,Amman/Gwendraeth,CC201,"8,526", 367 , 229 , 70 , 574 , 64 , 106 ," 1,661 ", 32 , 75 ," 1,101 ", 5 , 85 , 105 , 180 , 202 , 659 , 320 ," 2,257 "
2019,Ty Elli Group Practice,W92052,Hywel Dda,7A2,Carmarthenshire,530,Llanelli,CC202,"14,331", 632 , 370 , 101 ," 1,078 ", 137 , 128 ," 3,080 ", 84 , 112 ," 1,658 ", 9 , 104 , 103 , 351 , 369 ," 1,045 ", 547 ," 3,660 "
2019,Tregaron Surgery,W92053,Hywel Dda,7A2,Ceredigion,526,North Ceredigion,CC203,"3,562", 144 , 89 , 12 , 249 , 32 , 78 , 688 , 13 , 32 , 362 , 7 , 44 , 44 , 92 , 91 , 208 , 121 ," 1,138 "
2019,Llanfair Surgery,W92055,Hywel Dda,7A2,Carmarthenshire,530,Taf / Tywi,CC207,"5,516", 221 , 80 , 73 , 308 , 58 , 51 , 830 , 83 , 48 , 303 , 21 , 33 , 38 , 157 , 144 , 293 , 216 ," 1,676 "
2019,Llanilar Health Centre,W92056,Hywel Dda,7A2,Ceredigion,526,North Ceredigion,CC203,"3,424", 139 , 106 , 21 , 205 , 18 , 82 , 649 , 26 , 17 , 397 , 4 , 15 , 17 , 65 , 75 , 260 , 108 ," 1,017 "
2019,St Davids Surgery,W92058,Hywel Dda,7A2,Pembrokeshire,528,North Pembrokeshire,CC204,"2,470", 86 , 75 , 17 , 144 , 23 , 18 , 515 , 43 , 23 , 285 , 2 , 25 , 20 , 51 , 79 , 183 , 101 , 795 
2019,Solva Surgery,W92059,Hywel Dda,7A2,Pembrokeshire,528,North Pembrokeshire,CC204,"2,528", 108 , 67 , 19 , 212 , 19 , 32 , 527 , 3 , 24 , 335 , 2 , 17 , 36 , 59 , 113 , 214 , 159 , 831 
2019,Meddygfa Tywi,W92063,Hywel Dda,7A2,Carmarthenshire,530,Taf / Tywi,CC207,"3,827", 139 , 82 , 24 , 238 , 12 , 33 , 604 , 14 , 23 , 502 , 8 , -00 , 29 , 108 , 123 , 223 , 182 ," 1,089 "
2019,Newport Surgery,W92064,Hywel Dda,7A2,Pembrokeshire,528,North Pembrokeshire,CC204,"7,430", 345 , 172 , 37 , 481 , 56 , 145 ," 1,493 ", 27 , 59 , 570 , 37 , 48 , 104 , 242 , 266 , 611 , 358 ," 2,365 "
2019,Neyland Health Centre,W92440,Hywel Dda,7A2,Pembrokeshire,528,South Pembrokeshire,CC206,"6,046", 250 , 145 , 31 , 396 , 43 , 57 ," 1,069 ", 49 , 46 , 601 , 4 , 20 , 76 , 135 , 142 , 422 , 237 ," 1,718 "
2019,Morfa Lane Surgery,W92616,Hywel Dda,7A2,Carmarthenshire,530,Taf / Tywi,CC207,"3,498", 137 , 67 , 43 , 179 , 34 , 41 , 561 , 13 , 45 , 424 , 8 , 12 , 28 , 114 , 97 , 193 , 117 , 891 
2019,St. Luke's Surgery,W93001,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly East,CC603,"7,407", 290 , 161 , 33 , 429 , 60 , 79 ," 1,054 ", 26 , 50 , 998 , 17 , 22 , 52 , 146 , 119 , 511 , 188 ," 1,639 "
2019,Tudor Gate Surgery,W93004,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire North,CC606,"8,768", 336 , 262 , 83 , 654 , 76 , 157 ," 1,665 ", 31 , 82 ," 1,212 ", 43 , 60 , 57 , 234 , 276 , 549 , 348 ," 2,808 "
2019,Cwm Calon,W93007,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent East,CC601,"4,938", 191 , 142 , 28 , 319 , 37 , 58 , 773 , 15 , 29 , 399 , 6 , 12 , 48 , 101 , 100 , 373 , 138 ," 1,217 "
2019,Aberbeeg Medical Practice,W93009,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent East,CC601,"4,686", 216 , 170 , 17 , 344 , 39 , 53 , 910 , 19 , 51 , 629 , 9 , 13 , 31 , 78 , 94 , 300 , 111 ," 1,138 "
2019,Markham Medical Centre,W93010,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"3,077", 106 , 84 , 14 , 178 , 35 , 36 , 479 , 23 , 30 , 385 , 10 , 16 , 26 , 66 , 57 , 224 , 97 , 691 
2019,Avicenna Medical Centre,W93011,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly East,CC603,"13,249", 410 , 282 , 57 , 839 , 82 , 67 ," 2,131 ", 43 , 103 , 858 , 11 , 30 , 69 , 160 , 233 , 852 , 291 ," 3,081 "
2019,Pontllanfraith Health Centre,W93012,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly East,CC603,"7,720", 257 , 161 , 49 , 461 , 65 , 68 ," 1,244 ", 42 , 74 , 754 , 27 , 19 , 50 , 138 , 170 , 499 , 167 ," 1,956 "
2019,Sunnybank Health Centre,W93014,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly East,CC603,"5,897", 227 , 149 , 38 , 442 , 57 , 100 ," 1,000 ", 31 , 64 , 729 , 11 , 13 , 40 , 106 , 119 , 410 , 133 ," 1,529 "
2019,Blaenavon Medical Practice,W93015,Aneurin Bevan,7A6,Torfaen,546,Torfaen North,CC611,"6,462", 252 , 159 , 28 , 429 , 48 , 52 ," 1,077 ", 38 , 77 , 743 , 8 , 28 , 52 , 144 , 181 , 489 , 128 ," 1,557 "
2019,Isca Medical Centre,W93018,Aneurin Bevan,7A6,Newport,550,Newport North,CC608,"9,544", 310 , 126 , 53 , 445 , 70 , 100 ," 1,366 ", 28 , 74 , 776 , 52 , 26 , 63 , 193 , 217 , 598 , 342 ," 2,407 "
2019,Wye Valley Practice,W93019,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire North,CC606,"4,678", 144 , 72 , 26 , 261 , 30 , 50 , 849 , 16 , 33 , 712 , 22 , 14 , 30 , 99 , 146 , 347 , 173 ," 1,328 "
2019,Vauxhall Surgery,W93020,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire South,CC607,"8,731", 366 , 140 , 92 , 475 , 63 , 98 ," 1,379 ", 17 , 49 , 851 , 37 , 73 , 69 , 167 , 230 , 548 , 339 ," 2,295 "
2019,Mount Pleasant Practice,W93021,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire South,CC607,"8,300", 276 , 130 , 100 , 489 , 51 , 139 ," 1,329 ", 37 , 75 ," 1,032 ", 81 , 56 , 55 , 203 , 222 , 699 , 364 ," 1,990 "
2019,Town Gate Practice,W93022,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire South,CC607,"9,000", 294 , 181 , 78 , 481 , 59 , 92 ," 1,399 ", 36 , 45 , 685 , 24 , 20 , 59 , 205 , 206 , 651 , 299 ," 2,269 "
2019,Gray Hill Surgery,W93023,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire South,CC607,"19,294", 688 , 294 , 129 ," 1,279 ", 119 , 166 ," 3,163 ", 66 , 104 ," 2,051 ", 53 , 60 , 145 , 429 , 499 ," 1,397 ", 642 ," 4,962 "
2019,Oak Street Surgery,W93024,Aneurin Bevan,7A6,Torfaen,546,Torfaen South,CC612,"8,197", 349 , 191 , 78 , 626 , 75 , 75 ," 1,389 ", 63 , 63 ," 1,106 ", 15 , 8 , 58 , 211 , 205 , 634 , 253 ," 2,189 "
2019,Llanyravon Surgery,W93025,Aneurin Bevan,7A6,Torfaen,546,Torfaen South,CC612,"4,082", 170 , 88 , 35 , 234 , 29 , 38 , 587 , 8 , 35 , 348 , 4 , 17 , 36 , 84 , 131 , 266 , 145 ," 1,162 "
2019,New Chapel Street Surgery,W93026,Aneurin Bevan,7A6,Torfaen,546,Torfaen South,CC612,"3,991", 176 , 146 , 21 , 262 , 37 , 57 , 720 , 17 , 31 , 423 , 1 , 12 , 34 , 93 , 103 , 227 , 118 ," 1,061 "
2019,Cwmbran Village Surgery,W93027,Aneurin Bevan,7A6,Torfaen,546,Torfaen South,CC612,"9,025", 368 , 153 , 45 , 562 , 52 , 88 ," 1,447 ", 34 , 64 , 770 , 38 , 44 , 52 , 193 , 205 , 519 , 248 ," 2,233 "
2019,Clark Avenue Surgery,W93028,Aneurin Bevan,7A6,Torfaen,546,Torfaen South,CC612,"7,203", 225 , 176 , 43 , 506 , 71 , 60 ," 1,165 ", 36 , 57 , 640 , 8 , 16 , 39 , 156 , 151 , 508 , 247 ," 1,693 "
2019,Fairwater Medical Centre,W93029,Aneurin Bevan,7A6,Torfaen,546,Torfaen South,CC612,"7,370", 256 , 233 , 88 , 439 , 83 , 97 ," 1,199 ", 18 , 51 , 607 , 23 , 2 , 55 , 144 , 132 , 536 , 188 ," 1,487 "
2019,Greenmeadow Surgery,W93030,Aneurin Bevan,7A6,Torfaen,546,Torfaen South,CC612,"6,651", 230 , 128 , 36 , 400 , 54 , 52 , 918 , 39 , 65 , 713 , 4 , 38 , 47 , 110 , 115 , 478 , 98 ," 1,343 "
2019,Panteg Health Centre,W93031,Aneurin Bevan,7A6,Torfaen,546,Torfaen North,CC611,"6,674", 245 , 138 , 47 , 411 , 47 , 71 ," 1,019 ", 17 , 57 , 535 , 2 , 11 , 41 , 119 , 142 , 369 , 113 ," 1,526 "
2019,Glan Rhyd Surgery,W93032,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent West,CC602,"8,572", 345 , 209 , 54 , 568 , 72 , 97 ," 1,566 ", 45 , 85 ," 1,142 ", 9 , 47 , 74 , 186 , 172 , 712 , 273 ," 2,137 "
2019,Old Station Surgery,W93033,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire North,CC606,"10,178", 449 , 222 , 82 , 702 , 93 , 219 ," 2,074 ", 68 , 117 ," 1,433 ", 127 , 33 , 93 , 293 , 340 , 808 , 448 ," 2,926 "
2019,Glyn Ebwy Surgery,W93035,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent West,CC602,"7,091", 261 , 231 , 46 , 486 , 54 , 60 ," 1,131 ", 25 , 51 , 699 , 12 , 14 , 55 , 115 , 124 , 596 , 129 ," 1,636 "
2019,Castle Gate Medical Practice,W93036,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire North,CC606,"13,755", 546 , 299 , 179 , 866 , 97 , 300 ," 2,342 ", 54 , 114 ," 1,337 ", 33 , 60 , 90 , 391 , 485 ," 1,005 ", 638 ," 4,163 "
2019,Usk Surgery,W93037,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire North,CC606,"4,885", 213 , 62 , 26 , 316 , 24 , 85 , 764 , 4 , 27 , 717 , 12 , 91 , 38 , 141 , 149 , 259 , 177 ," 1,467 "
2019,The Medical Centre Usk,W93038,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire North,CC606,"2,639", 95 , 31 , 17 , 148 , 12 , 31 , 464 , 2 , 13 , 243 , 2 , 6 , 14 , 48 , 77 , 146 , 118 , 900 
2019,St. Paul's Clinic,W93039,Aneurin Bevan,7A6,Newport,550,Newport West,CC610,"4,814", 120 , 113 , 15 , 433 , 29 , 32 , 561 , 26 , 56 , 587 , 4 , 15 , 30 , 52 , 51 , 182 , 84 , 857 
2019,Park Surgery,W93040,Aneurin Bevan,7A6,Newport,550,Newport East,CC609,"6,867", 192 , 115 , 25 , 398 , 47 , 40 , 972 , 32 , 44 , 481 , 10 , 18 , 36 , 103 , 83 , 405 , 183 ," 1,311 "
2019,Richmond Clinic,W93043,Aneurin Bevan,7A6,Newport,550,Newport North,CC608,"6,474", 230 , 110 , 40 , 423 , 55 , 54 ," 1,193 ", 23 , 63 , 600 , 5 , 36 , 37 , 121 , 150 , 433 , 235 ," 1,581 "
2019,The Rugby Surgery,W93044,Aneurin Bevan,7A6,Newport,550,Newport East,CC609,"9,805", 257 , 168 , 23 , 564 , 53 , 46 ," 1,001 ", 22 , 68 , 727 , 2 , 24 , 44 , 113 , 121 , 529 , 175 ," 1,645 "
2019,Grange Clinic,W93045,Aneurin Bevan,7A6,Newport,550,Newport North,CC608,"8,067", 247 , 170 , 70 , 556 , 59 , 75 ," 1,330 ", 19 , 70 , 847 , 12 , 26 , 40 , 167 , 188 , 571 , 295 ," 2,068 "
2019,Bryngwyn Surgery,W93046,Aneurin Bevan,7A6,Newport,550,Newport West,CC610,"6,692", 175 , 117 , 34 , 380 , 52 , 52 , 947 , 51 , 83 , 739 , 8 , 27 , 41 , 110 , 118 , 481 , 131 ," 1,354 "
2019,Ringland Medical Practice,W93047,Aneurin Bevan,7A6,Newport,550,Newport East,CC609,"8,407", 258 , 149 , 52 , 482 , 63 , 59 ," 1,145 ", 31 , 62 , 516 , 11 , 31 , 55 , 134 , 165 , 499 , 201 ," 1,761 "
2019,Bellevue Surgery,W93048,Aneurin Bevan,7A6,Newport,550,Newport West,CC610,"17,357", 487 , 443 , 210 ," 1,133 ", 124 , 150 ," 2,490 ", 115 , 280 ," 1,802 ", 40 , 268 , 90 , 344 , 261 ," 1,185 ", 412 ," 3,140 "
2019,St Julians Medical Centre,W93049,Aneurin Bevan,7A6,Newport,550,Newport North,CC608,"13,750", 400 , 225 , 59 , 753 , 95 , 110 ," 1,845 ", 52 , 166 ," 1,224 ", 20 , 29 , 81 , 207 , 180 , 840 , 303 ," 2,820 "
2019,Malpas Brook Health Centre,W93051,Aneurin Bevan,7A6,Newport,550,Newport North,CC608,"9,271", 303 , 213 , 47 , 562 , 70 , 79 ," 1,448 ", 51 , 93 ," 1,003 ", 13 , 14 , 67 , 173 , 152 , 751 , 211 ," 1,969 "
2019,Eveswell Surgery,W93052,Aneurin Bevan,7A6,Newport,550,Newport East,CC609,"3,826", 94 , 85 , 13 , 251 , 22 , 11 , 448 , 15 , 21 , 251 , 2 , 12 , 20 , 42 , 41 , 207 , 77 , 700 
2019,Beechwood Primary Care,W93053,Aneurin Bevan,7A6,Newport,550,Newport East,CC609,"14,171", 442 , 230 , 70 , 882 , 103 , 121 ," 1,700 ", 72 , 143 ," 1,841 ", 23 , 41 , 83 , 239 , 256 , 865 , 382 ," 2,940 "
2019,St David's Clinic,W93054,Aneurin Bevan,7A6,Newport,550,Newport West,CC610,"15,611", 580 , 307 , 69 ," 1,007 ", 116 , 116 ," 2,321 ", 60 , 145 ," 1,619 ", 27 , 69 , 126 , 306 , 305 ," 1,073 ", 408 ," 3,793 "
2019,Trosnant Lodge,W93055,Aneurin Bevan,7A6,Torfaen,546,Torfaen North,CC611,"7,263", 261 , 193 , 42 , 548 , 66 , 55 ," 1,113 ", 15 , 54 , 572 , 24 , 31 , 57 , 147 , 171 , 614 , 184 ," 2,021 "
2019,Churchwood Surgery,W93056,Aneurin Bevan,7A6,Torfaen,546,Torfaen North,CC611,"7,058", 293 , 155 , 55 , 501 , 53 , 72 ," 1,263 ", 31 , 63 , 700 , 17 , 25 , 59 , 122 , 158 , 526 , 226 ," 1,765 "
2019,Abersychan Group Practice,W93057,Aneurin Bevan,7A6,Torfaen,546,Torfaen North,CC611,"10,678", 453 , 375 , 55 , 835 , 90 , 153 ," 2,109 ", 73 , 106 ," 1,195 ", 21 , 48 , 117 , 256 , 261 , 979 , 341 ," 2,575 "
2019,The Mount Surgery,W93058,Aneurin Bevan,7A6,Torfaen,546,Torfaen North,CC611,"11,524", 507 , 326 , 101 , 845 , 98 , 162 ," 2,077 ", 48 , 94 ," 1,614 ", 19 , 53 , 78 , 307 , 321 , 919 , 409 ," 3,232 "
2019,Wellspring Medical Centre,W93059,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly East,CC603,"8,577", 230 , 132 , 37 , 426 , 52 , 59 ," 1,262 ", 14 , 62 , 779 , 6 , 34 , 39 , 144 , 155 , 644 , 209 ," 1,699 "
2019,The Rogerstone Practice,W93061,Aneurin Bevan,7A6,Newport,550,Newport North,CC608,"11,883", 406 , 190 , 120 , 609 , 88 , 85 ," 1,799 ", 51 , 66 , 946 , 32 , 16 , 83 , 234 , 265 , 795 , 388 ," 2,834 "
2019,Tredegar Health Centre,W93063,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent West,CC602,"5,628", 280 , 194 , 45 , 499 , 64 , 143 ," 1,124 ", 23 , 63 ," 1,034 ", 12 , 15 , 50 , 166 , 177 , 457 , 223 ," 1,601 "
2019,Risca Surgery,W93064,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly East,CC603,"13,879", 572 , 348 , 55 , 999 , 104 , 94 ," 2,278 ", 76 , 127 ," 1,735 ", 5 , 40 , 94 , 266 , 322 , 831 , 377 ," 3,486 "
2019,Glan yr Afon Surgery,W93065,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent West,CC602,"6,728", 281 , 187 , 31 , 506 , 81 , 117 ," 1,130 ", 54 , 49 , 794 , 6 , 39 , 48 , 156 , 143 , 535 , 258 ," 1,697 "
2019,North Celynen Practice,W93067,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly East,CC603,"9,486", 325 , 236 , 62 , 600 , 78 , 78 ," 1,582 ", 42 , 84 , 908 , 7 , 27 , 68 , 181 , 182 , 601 , 307 ," 2,274 "
2019,Brynmawr Medical Practice,W93068,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent East,CC601,"10,387", 439 , 310 , 104 , 848 , 96 , 107 ," 2,080 ", 48 , 100 ," 1,564 ", 24 , 21 , 106 , 263 , 208 , 707 , 187 ," 2,627 "
2019,Dixton Surgery,W93072,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire North,CC606,"4,483", 152 , 94 , 80 , 227 , 26 , 53 , 675 , 10 , 59 , 464 , 7 , 45 , 27 , 103 , 103 , 305 , 168 ," 1,128 "
2019,Abertillery Group Practice,W93075,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent East,CC601,"7,425", 314 , 334 , 33 , 556 , 73 , 86 ," 1,425 ", 31 , 60 , 854 , 13 , 22 , 74 , 132 , 161 , 524 , 221 ," 1,901 "
2019,Blaina Medical Practice,W93115,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent East,CC601,"6,325", 317 , 233 , 34 , 538 , 58 , 189 ," 1,310 ", 44 , 101 ," 1,098 ", 54 , 10 , 60 , 158 , 131 , 471 , 213 ," 1,609 "
2019,St Brides Medical Centre,W93116,Aneurin Bevan,7A6,Newport,550,Newport West,CC610,"6,146", 180 , 131 , 87 , 312 , 46 , 45 , 791 , 18 , 58 , 519 , 4 , 21 , 36 , 104 , 96 , 338 , 112 ," 1,044 "
2019,Underwood Health Centre,W93125,Aneurin Bevan,7A6,Newport,550,Newport East,CC609,"4,418", 134 , 43 , 17 , 206 , 25 , 26 , 528 , 11 , 33 , 748 , 3 , 9 , 33 , 51 , 63 , 282 , 90 , 854 
2019,Hereford Road Surgery,W93126,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire North,CC606,"3,982", 159 , 46 , 30 , 215 , 22 , 52 , 515 , 12 , 85 , 276 , 4 , 13 , 34 , 83 , 101 , 216 , 139 ," 1,038 "
2019,Pengam Health Centre,W93614,Aneurin Bevan,7A6,Caerphilly,544,Caerphilly North,CC604,"3,802", 168 , 100 , 28 , 302 , 44 , 37 , 713 , 42 , 44 , 375 , 3 , 20 , 44 , 100 , 106 , 286 , 133 , 988 
2019,Cwm Health Centre,W93619,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent West,CC602,"3,532", 148 , 98 , 20 , 251 , 30 , 68 , 695 , 24 , 19 , 609 , 38 , 12 , 34 , 97 , 89 , 323 , 110 , 875 
2019,Pen-y-Cae Surgery,W93623,Aneurin Bevan,7A6,Blaenau Gwent,545,Blaenau Gwent West,CC602,"6,903", 238 , 191 , 55 , 512 , 52 , 104 ," 1,245 ", 28 , 35 ," 1,068 ", 13 , 31 , 54 , 139 , 170 , 412 , 140 ," 1,646 "
2019,Lliswerry Medical Centre,W93640,Aneurin Bevan,7A6,Newport,550,Newport East,CC609,"4,893", 141 , 109 , 28 , 312 , 41 , 56 , 793 , 25 , 44 , 583 , 2 , 10 , 25 , 100 , 100 , 413 , 96 ," 1,004 "
2019,"Wye Dean Practice, Tintern Surgery",W93643,Aneurin Bevan,7A6,Monmouthshire,548,Monmouthshire South,CC607,"1,884", 43 , 42 , 13 , 89 , 13 , 23 , 336 , -00 , 12 , 365 , 4 , 8 , 14 , 38 , 55 , 164 , 102 , 545 
2019,Mostyn House Medical Practice,W94001,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"9,085", 396 , 182 , 106 , 510 , 87 , 108 ," 1,673 ", 65 , 122 , 598 , 27 , 30 , 60 , 225 , 243 , 608 , 351 ," 2,654 "
2019,Canolfan Iechyd Amlwch,W94002,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"10,000", 444 , 386 , 58 , 725 , 69 , 119 ," 1,677 ", 49 , 72 ," 1,152 ", 39 , 22 , 92 , 301 , 288 , 915 , 338 ," 3,170 "
2019,Plas Menai Surgery,W94003,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"7,612", 286 , 222 , 49 , 448 , 57 , 60 ," 1,235 ", 34 , 82 , 673 , 8 , 4 , 67 , 182 , 149 , 527 , 108 ," 2,066 "
2019,Canolfan Goffa Ffestiniog,W94004,Betsi Cadwaladr,7A1,Gwynedd,514,Meirionnydd,CC109,"4,842", 144 , 144 , 17 , 305 , 50 , 40 , 673 , 34 , 49 , 405 , 7 , 17 , 47 , 98 , 90 , 386 , 138 ," 1,216 "
2019,Meddygfa Betws y Coed,W94005,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"2,614", 66 , 60 , 7 , 148 , 17 , 19 , 412 , 7 , 22 , 247 , 7 , 8 , 14 , 35 , 53 , 162 , 83 , 695 
2019,Parc Glas Surgery,W94006,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"4,731", 185 , 133 , 38 , 318 , 36 , 88 , 940 , 37 , 50 , 262 , 20 , 26 , 37 , 127 , 140 , 473 , 173 ," 1,397 "
2019,Tywyn Health Centre,W94007,Betsi Cadwaladr,7A1,Gwynedd,514,Meirionnydd,CC109,"5,478", 315 , 216 , 67 , 481 , 49 , 162 ," 1,335 ", 28 , 53 , 616 , 25 , 20 , 51 , 192 , 229 , 434 , 260 ," 2,118 "
2019,Minfor Surgery,W94008,Betsi Cadwaladr,7A1,Gwynedd,514,Meirionnydd,CC109,"4,477", 240 , 147 , 17 , 352 , 26 , 86 , 831 , 27 , 48 , 501 , 3 , 42 , 35 , 108 , 158 , 382 , 227 ," 1,590 "
2019,Beaumaris Health Centre,W94009,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"4,641", 197 , 126 , 52 , 301 , 38 , 80 ," 1,021 ", 16 , 59 , 351 , 30 , 5 , 45 , 122 , 158 , 427 , 226 ," 1,678 "
2019,Bodnant Surgery,W94010,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"11,067", 129 , 160 , 16 , 286 , 48 , 23 , 747 , 18 , 67 , 509 , 7 , 5 , 30 , 97 , 109 , 504 , 142 ," 1,265 "
2019,Treflan Surgery,W94011,Betsi Cadwaladr,7A1,Gwynedd,514,Dwyfor,CC107,"7,500", 270 , 205 , 49 , 475 , 58 , 96 ," 1,438 ", 27 , 69 , 624 , 5 , 37 , 63 , 153 , 250 , 690 , 273 ," 2,053 "
2019,Longford House Surgery,W94014,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"4,744", 148 , 139 , 26 , 290 , 43 , 40 , 914 , 21 , 40 , 547 , 17 , 20 , 41 , 123 , 102 , 415 , 111 ," 1,248 "
2019,Llanfairpwll Health Centre,W94015,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"8,170", 452 , 285 , 173 , 564 , 74 , 128 ," 1,748 ", 45 , 72 , 941 , 182 , 55 , 55 , 250 , 231 , 761 , 398 ," 2,584 "
2019,Llys Meddyg (Conwy),W94016,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"3,619", 144 , 96 , 30 , 187 , 30 , 49 , 662 , 13 , 16 , 324 , 14 , 4 , 30 , 80 , 106 , 247 , 172 ," 1,047 "
2019,Llanberis Surgery,W94017,Betsi Cadwaladr,7A1,Gwynedd,514,Arfon,CC102,"5,938", 165 , 163 , 37 , 280 , 43 , 48 , 878 , 52 , 54 , 350 , 21 , 14 , 49 , 126 , 122 , 505 , 173 ," 1,382 "
2019,Penrhyn Bay Surgery,W94018,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"6,183", 254 , 146 , 79 , 355 , 36 , 91 ," 1,194 ", 21 , 43 , 340 , 20 , 15 , 47 , 172 , 238 , 356 , 285 ," 2,336 "
2019,Craig Y Don Medical Practice,W94019,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"11,795", 616 , 273 , 151 , 796 , 119 , 304 ," 2,193 ", 76 , 145 , 988 , 214 , 24 , 97 , 400 , 438 , 917 , 506 ," 3,722 "
2019,Meddygfa Lonfa Surgery,W94020,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"2,083", 99 , 56 , 17 , 154 , 26 , 40 , 392 , 10 , 21 , 150 , 4 , 22 , 19 , 40 , 42 , 135 , 69 , 572 
2019,Meddygon Criccieth,W94021,Betsi Cadwaladr,7A1,Gwynedd,514,Dwyfor,CC107,"3,745", 158 , 95 , 81 , 228 , 28 , 53 , 757 , 10 , 43 , 287 , 17 , 23 , 39 , 129 , 156 , 262 , 54 ," 1,339 "
2019,Gerafon Surgery,W94023,Betsi Cadwaladr,7A1,Isle of Anglesey,512,Anglesey,CC101,"7,180", 286 , 202 , 38 , 501 , 44 , 103 ," 1,457 ", 33 , 69 , 476 , 26 , 40 , 44 , 171 , 222 , 436 , 311 ," 2,521 "
2019,Meddygfa Gwydir,W94024,Betsi Cadwaladr,7A1,Conwy,516,Conwy West,CC105,"5,477", 191 , 153 , 46 , 329 , 39 , 37 , 882 , 32 , 34 , 345 , 2 , 7 , 42 , 144 , 116 , 303 , 160 ," 1,504 "
2019,Meddygfa Rhydbach,W94025,Betsi Cadwaladr,7A1,Gwynedd,514,Dwyfor,CC107,"5,096", 235 , 115 , 28 , 304 , 39 , 77 ," 1,033 ", 13 , 20 , 337 , 21 , 24 , 39 , 120 , 148 , 313 , 248 ," 1,612 "
